gene_family,n_members,n_genomes,n_diazotroph,n_non_diazo,n_genera,frac_diazotroph
GF_01161,72,72,70,2,15,0.9722222222222222
GF_01162,82,82,80,2,19,0.975609756097561
GF_01163,60,60,58,2,14,0.9666666666666667
GF_01164,40,40,0,40,3,0.0
GF_01165,93,93,0,93,4,0.0
GF_01166,147,147,0,147,4,0.0
GF_01167,72,72,0,72,3,0.0
GF_01168,119,119,0,119,4,0.0
GF_01169,92,92,0,92,4,0.0
GF_01170,128,128,0,128,3,0.0
GF_01171,75,75,0,75,3,0.0
GF_01172,96,96,0,96,4,0.0
GF_01173,67,67,0,67,3,0.0
GF_01174,86,86,0,86,4,0.0
GF_01175,59,59,7,52,5,0.11864406779661017
GF_01176,44,44,43,1,10,0.9772727272727273
GF_01177,64,64,62,2,14,0.96875
GF_01178,48,48,46,2,13,0.9583333333333334
GF_01179,40,40,36,4,8,0.9
GF_01180,72,72,70,2,16,0.9722222222222222
GF_01181,45,45,44,1,9,0.9777777777777777
GF_01182,275,263,132,143,67,0.48
GF_01183,50,50,50,0,11,1.0
GF_01184,82,82,72,10,20,0.8780487804878049
GF_01185,48,48,48,0,10,1.0
GF_01186,40,40,40,0,7,1.0
GF_01187,51,51,50,1,11,0.9803921568627451
GF_01188,59,59,57,2,15,0.9661016949152542
GF_01189,41,41,41,0,9,1.0
GF_01190,79,74,69,10,24,0.8734177215189873
GF_01191,47,47,46,1,10,0.9787234042553191
GF_01192,45,45,43,2,12,0.9555555555555556
GF_01193,527,439,162,365,78,0.30740037950664134
GF_01194,67,67,7,60,13,0.1044776119402985
GF_01195,78,78,75,3,19,0.9615384615384616
GF_01196,47,47,46,1,11,0.9787234042553191
GF_01197,65,65,64,1,20,0.9846153846153847
GF_01198,62,62,46,16,19,0.7419354838709677
GF_01199,57,56,51,6,19,0.8947368421052632
GF_01200,57,57,56,1,13,0.9824561403508771
GF_01201,64,64,38,26,18,0.59375
GF_01202,58,58,54,4,15,0.9310344827586207
GF_01203,53,53,53,0,12,1.0
GF_01204,68,68,66,2,16,0.9705882352941176
GF_01205,44,44,44,0,9,1.0
GF_01206,57,57,44,13,17,0.7719298245614035
GF_01207,46,46,45,1,9,0.9782608695652174
GF_01208,65,65,63,2,15,0.9692307692307692
GF_01209,43,43,42,1,9,0.9767441860465116
GF_01210,43,43,42,1,9,0.9767441860465116
GF_01211,51,51,50,1,12,0.9803921568627451
GF_01212,52,52,51,1,12,0.9807692307692307
GF_01213,64,64,58,6,16,0.90625
GF_01214,68,68,66,2,15,0.9705882352941176
GF_01215,41,41,41,0,9,1.0
GF_01216,72,72,70,2,16,0.9722222222222222
GF_01217,66,66,64,2,14,0.9696969696969697
GF_01218,80,80,78,2,18,0.975
GF_01219,47,47,46,1,9,0.9787234042553191
GF_01220,66,66,18,48,22,0.2727272727272727
GF_01221,227,226,113,114,59,0.4977973568281938
GF_01222,97,97,73,24,31,0.7525773195876289
GF_01223,111,111,80,31,38,0.7207207207207207
GF_01224,45,45,13,32,15,0.28888888888888886
GF_01225,56,56,5,51,12,0.08928571428571429
GF_01226,71,71,70,1,17,0.9859154929577465
GF_01227,60,60,59,1,14,0.9833333333333333
GF_01228,70,70,68,2,15,0.9714285714285714
GF_01229,53,53,51,2,12,0.9622641509433962
GF_01230,72,72,70,2,17,0.9722222222222222
GF_01231,64,64,62,2,16,0.96875
GF_01232,256,256,116,140,67,0.453125
GF_01233,40,40,4,36,7,0.1
GF_01234,41,40,16,25,23,0.3902439024390244
GF_01235,95,95,19,76,24,0.2
GF_01236,51,51,20,31,19,0.39215686274509803
GF_01237,174,174,63,111,45,0.3620689655172414
GF_01238,82,82,80,2,19,0.975609756097561
GF_01239,62,62,60,2,14,0.967741935483871
GF_01240,45,45,44,1,9,0.9777777777777777
GF_01241,41,41,40,1,7,0.975609756097561
GF_01242,92,92,86,6,25,0.9347826086956522
GF_01243,48,48,47,1,10,0.9791666666666666
GF_01244,74,74,72,2,17,0.972972972972973
GF_01245,139,139,104,35,42,0.7482014388489209
GF_01246,68,68,65,3,19,0.9558823529411765
GF_01247,52,52,50,2,11,0.9615384615384616
GF_01248,45,45,45,0,11,1.0
GF_01249,55,55,54,1,12,0.9818181818181818
GF_01250,60,60,59,1,14,0.9833333333333333
GF_01251,43,43,42,1,9,0.9767441860465116
GF_01252,65,65,63,2,15,0.9692307692307692
GF_01253,62,61,27,35,20,0.43548387096774194
GF_01254,61,61,59,2,13,0.9672131147540983
GF_01255,42,40,41,1,6,0.9761904761904762
GF_01256,60,60,58,2,15,0.9666666666666667
GF_01257,58,58,55,3,16,0.9482758620689655
GF_01258,45,45,44,1,9,0.9777777777777777
GF_01259,53,53,53,0,13,1.0
GF_01260,51,51,50,1,12,0.9803921568627451
GF_01261,79,79,77,2,18,0.9746835443037974
GF_01262,46,46,44,2,10,0.9565217391304348
GF_01263,207,207,100,107,49,0.4830917874396135
GF_01264,42,42,41,1,9,0.9761904761904762
GF_01265,41,41,40,1,8,0.975609756097561
GF_01266,52,52,51,1,12,0.9807692307692307
GF_01267,49,49,48,1,9,0.9795918367346939
GF_01268,49,49,48,1,10,0.9795918367346939
GF_01269,47,47,46,1,9,0.9787234042553191
GF_01270,42,42,41,1,8,0.9761904761904762
GF_01271,49,49,48,1,13,0.9795918367346939
GF_01272,73,73,71,2,17,0.9726027397260274
GF_01273,50,50,49,1,11,0.98
GF_01274,77,77,75,2,18,0.974025974025974
GF_01275,44,44,42,2,9,0.9545454545454546
GF_01276,45,45,32,13,8,0.7111111111111111
GF_01277,128,126,50,78,38,0.390625
GF_01278,72,72,70,2,17,0.9722222222222222
GF_01279,43,43,43,0,10,1.0
GF_01280,48,48,47,1,10,0.9791666666666666
GF_01281,78,74,76,2,21,0.9743589743589743
GF_01282,46,46,46,0,10,1.0
GF_01283,71,71,69,2,17,0.971830985915493
GF_01284,49,49,49,0,12,1.0
GF_01285,43,43,42,1,9,0.9767441860465116
GF_01286,71,71,67,4,18,0.9436619718309859
GF_01287,52,52,52,0,12,1.0
GF_01288,65,65,63,2,14,0.9692307692307692
GF_01289,44,44,44,0,9,1.0
GF_01290,60,60,56,4,22,0.9333333333333333
GF_01291,73,73,70,3,20,0.958904109589041
GF_01292,43,43,42,1,8,0.9767441860465116
GF_01293,66,66,65,1,15,0.9848484848484849
GF_01294,54,52,52,2,16,0.9629629629629629
GF_01295,49,49,48,1,11,0.9795918367346939
GF_01296,51,51,50,1,13,0.9803921568627451
GF_01297,46,46,46,0,11,1.0
GF_01298,56,56,0,56,4,0.0
GF_01299,138,138,0,138,6,0.0
GF_01300,57,57,0,57,2,0.0
GF_01301,52,52,0,52,2,0.0
GF_01302,90,90,0,90,4,0.0
GF_01303,45,45,0,45,2,0.0
GF_01304,42,42,0,42,1,0.0
GF_01305,147,147,0,147,4,0.0
GF_01306,119,119,3,116,9,0.025210084033613446
GF_01307,162,162,0,162,4,0.0
GF_01308,94,94,0,94,4,0.0
GF_01309,103,103,0,103,3,0.0
GF_01310,47,47,0,47,1,0.0
GF_01311,43,43,0,43,2,0.0
GF_01312,67,67,0,67,3,0.0
GF_01313,119,119,0,119,4,0.0
GF_01314,49,49,0,49,3,0.0
GF_01315,99,99,0,99,4,0.0
GF_01316,51,51,0,51,2,0.0
GF_01317,51,51,0,51,2,0.0
GF_01318,61,61,0,61,2,0.0
GF_01319,53,53,0,53,2,0.0
GF_01320,75,75,0,75,4,0.0
GF_01321,78,78,0,78,4,0.0
GF_01322,146,146,0,146,4,0.0
GF_01323,69,69,0,69,3,0.0
GF_01324,47,47,0,47,2,0.0
GF_01325,46,46,0,46,3,0.0
GF_01326,104,104,0,104,4,0.0
GF_01327,69,69,0,69,2,0.0
GF_01328,78,78,1,77,5,0.01282051282051282
GF_01329,74,74,0,74,3,0.0
GF_01330,147,147,0,147,4,0.0
GF_01331,40,40,0,40,2,0.0
GF_01332,86,86,0,86,4,0.0
GF_01333,274,274,99,175,60,0.3613138686131387
GF_01334,130,130,0,130,4,0.0
GF_01335,72,72,0,72,4,0.0
GF_01336,40,40,0,40,2,0.0
GF_01337,63,63,0,63,3,0.0
GF_01338,71,71,0,71,4,0.0
GF_01339,42,42,0,42,1,0.0
GF_01340,102,102,0,102,4,0.0
GF_01341,51,51,0,51,2,0.0
GF_01342,42,42,0,42,3,0.0
GF_01343,118,118,0,118,3,0.0
GF_01344,146,146,0,146,4,0.0
GF_01345,47,47,0,47,2,0.0
GF_01346,70,70,0,70,3,0.0
GF_01347,52,52,0,52,2,0.0
GF_01348,93,93,0,93,4,0.0
GF_01349,72,72,0,72,3,0.0
GF_01350,48,48,0,48,2,0.0
GF_01351,73,73,0,73,3,0.0
GF_01352,51,51,0,51,2,0.0
GF_01353,72,72,0,72,3,0.0
GF_01354,147,147,0,147,4,0.0
GF_01355,69,69,0,69,3,0.0
GF_01356,85,85,0,85,3,0.0
GF_01357,52,52,0,52,2,0.0
GF_01358,119,119,0,119,4,0.0
GF_01359,65,65,0,65,3,0.0
GF_01360,70,70,0,70,3,0.0
GF_01361,350,350,122,228,73,0.3485714285714286
GF_01362,74,74,0,74,4,0.0
GF_01363,52,52,0,52,2,0.0
GF_01364,68,68,0,68,2,0.0
GF_01365,41,41,0,41,2,0.0
GF_01366,122,73,0,122,4,0.0
GF_01367,49,49,0,49,2,0.0
GF_01368,51,51,0,51,2,0.0
GF_01369,92,92,0,92,4,0.0
GF_01370,146,146,0,146,4,0.0
GF_01371,65,65,0,65,3,0.0
GF_01372,75,75,4,71,7,0.05333333333333334
GF_01373,78,78,0,78,3,0.0
GF_01374,92,92,0,92,4,0.0
GF_01375,50,50,0,50,2,0.0
GF_01376,89,89,0,89,4,0.0
GF_01377,49,49,0,49,2,0.0
GF_01378,73,73,0,73,4,0.0
GF_01379,69,69,0,69,3,0.0
GF_01380,56,56,0,56,2,0.0
GF_01381,91,91,0,91,4,0.0
GF_01382,61,50,0,61,3,0.0
GF_01383,43,43,0,43,2,0.0
GF_01384,147,147,0,147,4,0.0
GF_01385,70,70,0,70,3,0.0
GF_01386,99,99,0,99,4,0.0
GF_01387,66,64,0,66,2,0.0
GF_01388,67,67,0,67,3,0.0
GF_01389,50,50,0,50,2,0.0
GF_01390,96,96,0,96,3,0.0
GF_01391,73,73,0,73,3,0.0
GF_01392,96,96,0,96,3,0.0
GF_01393,47,47,0,47,3,0.0
GF_01394,42,42,0,42,3,0.0
GF_01395,130,130,0,130,4,0.0
GF_01396,58,58,0,58,2,0.0
GF_01397,67,67,0,67,3,0.0
GF_01398,104,104,0,104,4,0.0
GF_01399,61,61,0,61,4,0.0
GF_01400,46,46,0,46,2,0.0
GF_01401,49,49,0,49,2,0.0
GF_01402,72,72,0,72,3,0.0
GF_01403,58,58,0,58,3,0.0
GF_01404,56,56,0,56,4,0.0
GF_01405,41,41,0,41,3,0.0
GF_01406,68,68,0,68,3,0.0
GF_01407,54,54,0,54,3,0.0
GF_01408,147,147,0,147,4,0.0
GF_01409,70,70,0,70,3,0.0
GF_01410,56,56,0,56,2,0.0
GF_01411,49,49,0,49,2,0.0
GF_01412,96,96,0,96,4,0.0
GF_01413,69,69,0,69,3,0.0
GF_01414,63,63,0,63,4,0.0
GF_01415,92,92,0,92,4,0.0
GF_01416,40,40,0,40,2,0.0
GF_01417,51,51,0,51,2,0.0
GF_01418,55,55,0,55,3,0.0
GF_01419,56,56,0,56,3,0.0
GF_01420,81,75,0,81,3,0.0
GF_01421,70,70,0,70,3,0.0
GF_01422,41,41,0,41,2,0.0
GF_01423,90,90,0,90,4,0.0
GF_01424,89,89,0,89,4,0.0
GF_01425,117,117,0,117,4,0.0
GF_01426,73,73,0,73,3,0.0
GF_01427,78,77,0,78,4,0.0
GF_01428,93,93,0,93,4,0.0
GF_01429,147,147,0,147,4,0.0
GF_01430,88,88,0,88,4,0.0
GF_01431,150,150,0,150,4,0.0
GF_01432,91,91,0,91,4,0.0
GF_01433,147,147,0,147,4,0.0
GF_01434,72,72,0,72,4,0.0
GF_01435,48,48,0,48,3,0.0
GF_01436,71,71,0,71,3,0.0
GF_01437,147,147,0,147,4,0.0
GF_01438,86,86,0,86,4,0.0
GF_01439,48,48,0,48,2,0.0
GF_01440,68,68,0,68,3,0.0
GF_01441,106,106,0,106,4,0.0
GF_01442,42,42,0,42,1,0.0
GF_01443,48,48,0,48,3,0.0
GF_01444,54,54,0,54,3,0.0
GF_01445,70,70,0,70,3,0.0
GF_01446,49,49,0,49,3,0.0
GF_01447,90,90,0,90,4,0.0
GF_01448,47,47,0,47,2,0.0
GF_01449,84,83,0,84,4,0.0
GF_01450,92,92,0,92,4,0.0
GF_01451,147,147,0,147,4,0.0
GF_01452,72,72,0,72,3,0.0
GF_01453,118,118,0,118,4,0.0
GF_01454,47,47,0,47,2,0.0
GF_01455,75,75,0,75,3,0.0
GF_01456,89,89,0,89,4,0.0
GF_01457,85,85,81,4,20,0.9529411764705882
GF_01458,66,66,64,2,14,0.9696969696969697
GF_01459,79,79,78,1,18,0.9873417721518988
GF_01460,48,48,47,1,16,0.9791666666666666
GF_01461,73,73,0,73,3,0.0
GF_01462,446,446,131,315,80,0.2937219730941704
GF_01463,69,69,0,69,3,0.0
GF_01464,117,117,0,117,4,0.0
GF_01465,57,57,0,57,3,0.0
GF_01466,92,92,0,92,4,0.0
GF_01467,105,105,0,105,4,0.0
GF_01468,119,119,0,119,4,0.0
GF_01469,41,41,0,41,4,0.0
GF_01470,105,105,0,105,4,0.0
GF_01471,86,86,0,86,4,0.0
GF_01472,81,81,0,81,4,0.0
GF_01473,102,102,0,102,3,0.0
GF_01474,74,74,0,74,3,0.0
GF_01475,44,44,0,44,2,0.0
GF_01476,57,57,0,57,3,0.0
GF_01477,99,99,0,99,4,0.0
GF_01478,107,67,2,105,4,0.018691588785046728
GF_01479,58,58,0,58,3,0.0
GF_01480,146,146,0,146,4,0.0
GF_01481,118,118,0,118,4,0.0
GF_01482,147,147,0,147,4,0.0
GF_01483,57,57,0,57,3,0.0
GF_01484,40,40,0,40,4,0.0
GF_01485,105,105,0,105,4,0.0
GF_01486,71,71,0,71,4,0.0
GF_01487,74,73,0,74,3,0.0
GF_01488,120,120,0,120,4,0.0
GF_01489,86,86,0,86,4,0.0
GF_01490,147,147,0,147,4,0.0
GF_01491,90,90,0,90,4,0.0
GF_01492,103,103,0,103,4,0.0
GF_01493,159,159,9,150,7,0.05660377358490566
GF_01494,69,68,54,15,23,0.782608695652174
GF_01495,282,277,123,159,68,0.43617021276595747
GF_01496,156,156,65,91,47,0.4166666666666667
GF_01497,90,90,86,4,24,0.9555555555555556
GF_01498,283,283,122,161,74,0.43109540636042404
GF_01499,72,72,40,32,21,0.5555555555555556
GF_01500,120,120,102,18,41,0.85
GF_01501,458,441,147,311,79,0.32096069868995636
GF_01502,285,285,122,163,72,0.4280701754385965
GF_01503,106,106,55,51,29,0.5188679245283019
GF_01504,81,81,74,7,23,0.9135802469135802
GF_01505,54,54,52,2,14,0.9629629629629629
GF_01506,49,49,4,45,14,0.08163265306122448
GF_01507,99,99,86,13,34,0.8686868686868687
GF_01508,55,55,9,46,16,0.16363636363636364
GF_01509,45,45,1,44,13,0.022222222222222223
GF_01510,225,224,124,101,66,0.5511111111111111
GF_01511,90,90,85,5,22,0.9444444444444444
GF_01512,49,49,48,1,9,0.9795918367346939
GF_01513,47,47,46,1,9,0.9787234042553191
GF_01514,250,250,120,130,68,0.48
GF_01515,54,54,53,1,12,0.9814814814814815
GF_01516,43,43,42,1,8,0.9767441860465116
GF_01517,59,59,57,2,15,0.9661016949152542
GF_01518,57,57,56,1,13,0.9824561403508771
GF_01519,44,44,40,4,11,0.9090909090909091
GF_01520,58,58,57,1,14,0.9827586206896551
GF_01521,49,49,48,1,10,0.9795918367346939
GF_01522,46,46,44,2,11,0.9565217391304348
GF_01523,50,50,48,2,13,0.96
GF_01524,40,40,39,1,9,0.975
GF_01525,54,54,53,1,13,0.9814814814814815
GF_01526,62,62,60,2,14,0.967741935483871
GF_01527,90,90,85,5,24,0.9444444444444444
GF_01528,49,49,47,2,12,0.9591836734693877
GF_01529,63,63,62,1,13,0.9841269841269841
GF_01530,42,42,41,1,11,0.9761904761904762
GF_01531,71,71,69,2,17,0.971830985915493
GF_01532,56,55,33,23,13,0.5892857142857143
GF_01533,45,45,44,1,11,0.9777777777777777
GF_01534,47,47,46,1,9,0.9787234042553191
GF_01535,86,86,84,2,21,0.9767441860465116
GF_01536,55,55,54,1,13,0.9818181818181818
GF_01537,44,44,26,18,25,0.5909090909090909
GF_01538,69,69,67,2,16,0.9710144927536232
GF_01539,47,47,46,1,9,0.9787234042553191
GF_01540,47,47,46,1,9,0.9787234042553191
GF_01541,71,71,69,2,16,0.971830985915493
GF_01542,40,40,40,0,8,1.0
GF_01543,53,53,53,0,13,1.0
GF_01544,50,50,49,1,11,0.98
GF_01545,45,45,44,1,9,0.9777777777777777
GF_01546,64,64,62,2,14,0.96875
GF_01547,58,58,56,2,14,0.9655172413793104
GF_01548,43,43,43,0,9,1.0
GF_01549,48,48,47,1,10,0.9791666666666666
GF_01550,58,43,57,1,10,0.9827586206896551
GF_01551,42,42,42,0,9,1.0
GF_01552,44,44,42,2,12,0.9545454545454546
GF_01553,96,96,85,11,26,0.8854166666666666
GF_01554,69,69,66,3,19,0.9565217391304348
GF_01555,378,378,119,259,77,0.3148148148148148
GF_01556,90,90,83,7,25,0.9222222222222223
GF_01557,70,70,68,2,15,0.9714285714285714
GF_01558,52,52,50,2,16,0.9615384615384616
GF_01559,131,131,96,35,38,0.732824427480916
GF_01560,89,89,23,66,28,0.25842696629213485
GF_01561,258,258,38,220,44,0.14728682170542637
GF_01562,52,52,51,1,10,0.9807692307692307
GF_01563,55,54,55,0,12,1.0
GF_01564,40,40,39,1,9,0.975
GF_01565,79,79,77,2,17,0.9746835443037974
GF_01566,159,157,99,60,47,0.6226415094339622
GF_01567,59,59,58,1,13,0.9830508474576272
GF_01568,140,140,96,44,38,0.6857142857142857
GF_01569,44,44,44,0,10,1.0
GF_01570,70,70,67,3,20,0.9571428571428572
GF_01571,76,76,74,2,17,0.9736842105263158
GF_01572,79,79,77,2,19,0.9746835443037974
GF_01573,57,57,56,1,14,0.9824561403508771
GF_01574,97,97,90,7,25,0.9278350515463918
GF_01575,46,46,44,2,11,0.9565217391304348
GF_01576,55,50,48,7,15,0.8727272727272727
GF_01577,69,69,67,2,16,0.9710144927536232
GF_01578,81,81,79,2,18,0.9753086419753086
GF_01579,54,54,53,1,12,0.9814814814814815
GF_01580,57,56,56,1,14,0.9824561403508771
GF_01581,50,50,48,2,13,0.96
GF_01582,44,44,44,0,11,1.0
GF_01583,64,64,63,1,15,0.984375
GF_01584,62,62,60,2,18,0.967741935483871
GF_01585,88,88,84,4,23,0.9545454545454546
GF_01586,72,72,70,2,17,0.9722222222222222
GF_01587,64,64,62,2,14,0.96875
GF_01588,47,47,44,3,15,0.9361702127659575
GF_01589,58,58,57,1,12,0.9827586206896551
GF_01590,53,53,52,1,12,0.9811320754716981
GF_01591,53,53,52,1,13,0.9811320754716981
GF_01592,70,70,68,2,15,0.9714285714285714
GF_01593,50,50,5,45,8,0.1
GF_01594,76,76,11,65,17,0.14473684210526316
GF_01595,83,83,76,7,23,0.9156626506024096
GF_01596,333,326,107,226,57,0.3213213213213213
GF_01597,79,79,72,7,24,0.9113924050632911
GF_01598,46,46,12,34,22,0.2608695652173913
GF_01599,53,53,9,44,14,0.16981132075471697
GF_01600,77,73,31,46,25,0.4025974025974026
GF_01601,119,119,27,92,29,0.226890756302521
GF_01602,46,46,39,7,18,0.8478260869565217
GF_01603,94,94,78,16,37,0.8297872340425532
GF_01604,130,130,93,37,39,0.7153846153846154
GF_01605,47,47,15,32,16,0.3191489361702128
GF_01606,107,107,87,20,36,0.8130841121495327
GF_01607,42,42,2,40,5,0.047619047619047616
GF_01608,42,42,1,41,3,0.023809523809523808
GF_01609,93,93,82,11,25,0.8817204301075269
GF_01610,48,48,47,1,10,0.9791666666666666
GF_01611,56,56,55,1,14,0.9821428571428571
GF_01612,77,77,73,4,21,0.948051948051948
GF_01613,43,43,42,1,11,0.9767441860465116
GF_01614,78,78,76,2,19,0.9743589743589743
GF_01615,43,43,42,1,8,0.9767441860465116
GF_01616,44,44,43,1,8,0.9772727272727273
GF_01617,47,47,47,0,10,1.0
GF_01618,59,59,58,1,14,0.9830508474576272
GF_01619,64,64,62,2,12,0.96875
GF_01620,55,55,54,1,13,0.9818181818181818
GF_01621,86,86,82,4,22,0.9534883720930233
GF_01622,40,40,40,0,8,1.0
GF_01623,41,41,41,0,9,1.0
GF_01624,66,66,64,2,12,0.9696969696969697
GF_01625,72,72,70,2,17,0.9722222222222222
GF_01626,68,68,66,2,16,0.9705882352941176
GF_01627,47,47,46,1,8,0.9787234042553191
GF_01628,55,55,54,1,11,0.9818181818181818
GF_01629,48,46,48,0,10,1.0
GF_01630,129,129,86,43,30,0.6666666666666666
GF_01631,85,85,80,5,22,0.9411764705882353
GF_01632,88,88,83,5,22,0.9431818181818182
GF_01633,81,81,79,2,17,0.9753086419753086
GF_01634,76,76,74,2,16,0.9736842105263158
GF_01635,91,78,71,20,36,0.7802197802197802
GF_01636,84,84,82,2,19,0.9761904761904762
GF_01637,44,44,33,11,10,0.75
GF_01638,61,61,60,1,14,0.9836065573770492
GF_01639,73,73,71,2,16,0.9726027397260274
GF_01640,81,81,79,2,19,0.9753086419753086
GF_01641,78,73,73,5,19,0.9358974358974359
GF_01642,67,67,66,1,16,0.9850746268656716
GF_01643,80,80,78,2,18,0.975
GF_01644,68,68,66,2,14,0.9705882352941176
GF_01645,56,56,55,1,12,0.9821428571428571
GF_01646,48,47,46,2,12,0.9583333333333334
GF_01647,41,41,20,21,13,0.4878048780487805
GF_01648,41,41,40,1,10,0.975609756097561
GF_01649,99,99,89,10,33,0.898989898989899
GF_01650,49,46,29,20,16,0.5918367346938775
GF_01651,109,109,99,10,32,0.908256880733945
GF_01652,108,107,70,38,23,0.6481481481481481
GF_01653,41,41,40,1,11,0.975609756097561
GF_01654,283,279,133,150,76,0.46996466431095407
GF_01655,61,58,56,5,20,0.9180327868852459
GF_01656,52,52,26,26,23,0.5
GF_01657,169,169,105,64,50,0.621301775147929
GF_01658,48,48,40,8,19,0.8333333333333334
GF_01659,81,74,50,31,17,0.6172839506172839
GF_01660,47,47,38,9,21,0.8085106382978723
GF_01661,62,62,18,44,14,0.2903225806451613
GF_01662,69,69,28,41,27,0.4057971014492754
GF_01663,49,49,19,30,23,0.3877551020408163
GF_01664,44,44,10,34,7,0.22727272727272727
GF_01665,47,47,13,34,12,0.2765957446808511
GF_01666,218,217,23,195,25,0.10550458715596331
GF_01667,93,92,76,17,31,0.8172043010752689
GF_01668,126,126,88,38,45,0.6984126984126984
GF_01669,75,73,67,8,23,0.8933333333333333
GF_01670,169,169,91,78,47,0.5384615384615384
GF_01671,43,43,1,42,7,0.023255813953488372
GF_01672,81,81,51,30,27,0.6296296296296297
GF_01673,94,94,58,36,37,0.6170212765957447
GF_01674,123,123,71,52,33,0.5772357723577236
GF_01675,160,160,105,55,45,0.65625
GF_01676,40,40,0,40,7,0.0
GF_01677,46,44,3,43,9,0.06521739130434782
GF_01678,126,126,97,29,41,0.7698412698412699
GF_01679,82,82,80,2,20,0.975609756097561
GF_01680,50,50,49,1,12,0.98
GF_01681,89,89,84,5,24,0.9438202247191011
GF_01682,68,68,60,8,18,0.8823529411764706
GF_01683,42,42,41,1,8,0.9761904761904762
GF_01684,60,60,56,4,19,0.9333333333333333
GF_01685,81,81,76,5,21,0.9382716049382716
GF_01686,40,40,39,1,9,0.975
GF_01687,42,42,41,1,9,0.9761904761904762
GF_01688,56,52,53,3,15,0.9464285714285714
GF_01689,44,44,44,0,10,1.0
GF_01690,60,60,59,1,15,0.9833333333333333
GF_01691,51,51,50,1,12,0.9803921568627451
GF_01692,74,74,72,2,16,0.972972972972973
GF_01693,48,48,47,1,10,0.9791666666666666
GF_01694,46,46,45,1,9,0.9782608695652174
GF_01695,77,77,75,2,17,0.974025974025974
GF_01696,76,76,74,2,18,0.9736842105263158
GF_01697,69,69,67,2,14,0.9710144927536232
GF_01698,48,48,47,1,9,0.9791666666666666
GF_01699,92,92,69,23,29,0.75
GF_01700,69,69,25,44,15,0.36231884057971014
GF_01701,100,100,83,17,30,0.83
GF_01702,90,90,86,4,24,0.9555555555555556
GF_01703,75,75,73,2,18,0.9733333333333334
GF_01704,70,70,68,2,16,0.9714285714285714
GF_01705,42,42,42,0,8,1.0
GF_01706,46,46,45,1,9,0.9782608695652174
GF_01707,44,44,44,0,9,1.0
GF_01708,93,93,86,7,27,0.9247311827956989
GF_01709,51,51,50,1,11,0.9803921568627451
GF_01710,73,73,72,1,17,0.9863013698630136
GF_01711,65,65,59,6,25,0.9076923076923077
GF_01712,43,41,15,28,24,0.3488372093023256
GF_01713,77,77,75,2,17,0.974025974025974
GF_01714,57,57,55,2,14,0.9649122807017544
GF_01715,65,65,63,2,18,0.9692307692307692
GF_01716,75,75,69,6,21,0.92
GF_01717,43,43,43,0,8,1.0
GF_01718,43,43,42,1,8,0.9767441860465116
GF_01719,70,70,68,2,17,0.9714285714285714
GF_01720,246,246,119,127,65,0.483739837398374
GF_01721,68,68,12,56,15,0.17647058823529413
GF_01722,161,161,95,66,47,0.5900621118012422
GF_01723,124,124,87,37,38,0.7016129032258065
GF_01724,50,50,0,50,5,0.0
GF_01725,147,147,0,147,4,0.0
GF_01726,42,42,0,42,3,0.0
GF_01727,92,92,0,92,3,0.0
GF_01728,64,64,0,64,3,0.0
GF_01729,54,42,45,9,15,0.8333333333333334
GF_01730,120,120,93,27,32,0.775
GF_01731,118,118,92,26,34,0.7796610169491526
GF_01732,90,90,85,5,24,0.9444444444444444
GF_01733,138,137,97,41,39,0.7028985507246377
GF_01734,81,81,77,4,21,0.9506172839506173
GF_01735,76,76,68,8,23,0.8947368421052632
GF_01736,43,43,37,6,15,0.8604651162790697
GF_01737,135,135,29,106,34,0.21481481481481482
GF_01738,91,77,89,2,17,0.978021978021978
GF_01739,62,61,58,4,19,0.9354838709677419
GF_01740,84,84,81,3,23,0.9642857142857143
GF_01741,114,114,88,26,30,0.7719298245614035
GF_01742,121,121,65,56,37,0.5371900826446281
GF_01743,196,175,94,102,55,0.47959183673469385
GF_01744,46,46,46,0,10,1.0
GF_01745,52,52,51,1,11,0.9807692307692307
GF_01746,66,66,62,4,16,0.9393939393939394
GF_01747,72,72,70,2,15,0.9722222222222222
GF_01748,51,51,51,0,12,1.0
GF_01749,64,64,60,4,15,0.9375
GF_01750,68,67,66,2,19,0.9705882352941176
GF_01751,45,45,44,1,8,0.9777777777777777
GF_01752,56,56,55,1,13,0.9821428571428571
GF_01753,43,43,42,1,8,0.9767441860465116
GF_01754,73,73,71,2,16,0.9726027397260274
GF_01755,62,62,59,3,17,0.9516129032258065
GF_01756,51,51,3,48,8,0.058823529411764705
GF_01757,69,69,11,58,21,0.15942028985507245
GF_01758,188,188,90,98,44,0.4787234042553192
GF_01759,149,148,94,55,40,0.6308724832214765
GF_01760,44,44,42,2,10,0.9545454545454546
GF_01761,60,60,39,21,24,0.65
GF_01762,75,75,73,2,16,0.9733333333333334
GF_01763,90,90,82,8,25,0.9111111111111111
GF_01764,57,57,56,1,12,0.9824561403508771
GF_01765,159,159,100,59,44,0.6289308176100629
GF_01766,84,84,82,2,20,0.9761904761904762
GF_01767,101,101,84,17,28,0.8316831683168316
GF_01768,67,67,65,2,16,0.9701492537313433
GF_01769,46,46,45,1,9,0.9782608695652174
GF_01770,99,99,82,17,32,0.8282828282828283
GF_01771,45,45,44,1,12,0.9777777777777777
GF_01772,66,66,64,2,16,0.9696969696969697
