gene_family,n_members,n_genomes,n_diazotroph,n_non_diazo,n_genera,frac_diazotroph
GF_02389,193,193,106,87,52,0.5492227979274611
GF_02390,407,269,77,330,52,0.1891891891891892
GF_02391,45,45,11,34,21,0.24444444444444444
GF_02392,68,68,63,5,21,0.9264705882352942
GF_02393,140,140,105,35,43,0.75
GF_02394,54,54,24,30,23,0.4444444444444444
GF_02395,186,186,116,70,52,0.6236559139784946
GF_02396,97,97,60,37,22,0.6185567010309279
GF_02397,139,136,101,38,39,0.7266187050359713
GF_02398,41,41,8,33,16,0.1951219512195122
GF_02399,41,41,40,1,11,0.975609756097561
GF_02400,45,45,44,1,13,0.9777777777777777
GF_02401,91,91,85,6,25,0.9340659340659341
GF_02402,78,78,76,2,18,0.9743589743589743
GF_02403,127,127,96,31,36,0.7559055118110236
GF_02404,45,45,44,1,8,0.9777777777777777
GF_02405,80,80,78,2,18,0.975
GF_02406,115,115,94,21,38,0.8173913043478261
GF_02407,72,72,70,2,17,0.9722222222222222
GF_02408,61,61,60,1,12,0.9836065573770492
GF_02409,71,71,69,2,15,0.971830985915493
GF_02410,52,52,51,1,11,0.9807692307692307
GF_02411,127,127,74,53,34,0.5826771653543307
GF_02412,186,186,99,87,48,0.532258064516129
GF_02413,74,74,70,4,19,0.9459459459459459
GF_02414,94,94,87,7,30,0.925531914893617
GF_02415,56,56,53,3,21,0.9464285714285714
GF_02416,66,66,62,4,18,0.9393939393939394
GF_02417,77,77,73,4,19,0.948051948051948
GF_02418,73,73,71,2,19,0.9726027397260274
GF_02419,45,45,44,1,10,0.9777777777777777
GF_02420,47,47,46,1,10,0.9787234042553191
GF_02421,41,41,40,1,8,0.975609756097561
GF_02422,54,54,53,1,12,0.9814814814814815
GF_02423,45,45,45,0,11,1.0
GF_02424,70,70,67,3,22,0.9571428571428572
GF_02425,75,75,71,4,19,0.9466666666666667
GF_02426,57,57,55,2,13,0.9649122807017544
GF_02427,67,67,65,2,14,0.9701492537313433
GF_02428,42,42,40,2,17,0.9523809523809523
GF_02429,67,67,64,3,16,0.9552238805970149
GF_02430,40,40,40,0,9,1.0
GF_02431,47,47,46,1,12,0.9787234042553191
GF_02432,73,73,71,2,17,0.9726027397260274
GF_02433,56,56,14,42,11,0.25
GF_02434,45,45,10,35,11,0.2222222222222222
GF_02435,47,47,15,32,14,0.3191489361702128
GF_02436,45,45,4,41,5,0.08888888888888889
GF_02437,57,57,14,43,11,0.24561403508771928
GF_02438,48,48,7,41,7,0.14583333333333334
GF_02439,70,70,15,55,16,0.21428571428571427
GF_02440,121,121,68,53,36,0.5619834710743802
GF_02441,47,47,13,34,10,0.2765957446808511
GF_02442,66,66,11,55,11,0.16666666666666666
GF_02443,58,58,17,41,17,0.29310344827586204
GF_02444,290,290,122,168,74,0.4206896551724138
GF_02445,55,55,14,41,10,0.2545454545454545
GF_02446,64,64,14,50,14,0.21875
GF_02447,77,77,21,56,26,0.2727272727272727
GF_02448,60,60,9,51,8,0.15
GF_02449,58,58,9,49,16,0.15517241379310345
GF_02450,51,51,0,51,2,0.0
GF_02451,109,109,0,109,4,0.0
GF_02452,82,82,0,82,4,0.0
GF_02453,40,40,0,40,3,0.0
GF_02454,41,41,0,41,2,0.0
GF_02455,68,65,0,68,3,0.0
GF_02456,85,85,0,85,4,0.0
GF_02457,90,90,0,90,4,0.0
GF_02458,447,447,131,316,81,0.2930648769574944
GF_02459,82,81,45,37,25,0.5487804878048781
GF_02460,43,43,19,24,11,0.4418604651162791
GF_02461,83,83,81,2,19,0.9759036144578314
GF_02462,79,79,77,2,18,0.9746835443037974
GF_02463,63,63,61,2,14,0.9682539682539683
GF_02464,106,106,80,26,27,0.7547169811320755
GF_02465,71,71,69,2,16,0.971830985915493
GF_02466,77,77,64,13,23,0.8311688311688312
GF_02467,47,47,46,1,9,0.9787234042553191
GF_02468,52,52,51,1,11,0.9807692307692307
GF_02469,57,57,56,1,14,0.9824561403508771
GF_02470,45,45,44,1,9,0.9777777777777777
GF_02471,60,59,59,1,13,0.9833333333333333
GF_02472,45,45,44,1,9,0.9777777777777777
GF_02473,64,64,60,4,18,0.9375
GF_02474,46,46,46,0,10,1.0
GF_02475,77,77,75,2,18,0.974025974025974
GF_02476,81,81,76,5,21,0.9382716049382716
GF_02477,46,46,45,1,9,0.9782608695652174
GF_02478,50,50,49,1,11,0.98
GF_02479,81,81,79,2,19,0.9753086419753086
GF_02480,42,42,42,0,10,1.0
GF_02481,56,56,55,1,13,0.9821428571428571
GF_02482,49,49,46,3,13,0.9387755102040817
GF_02483,49,49,49,0,11,1.0
GF_02484,40,40,39,1,7,0.975
GF_02485,88,88,77,11,29,0.875
GF_02486,59,59,58,1,15,0.9830508474576272
GF_02487,87,87,83,4,22,0.9540229885057471
GF_02488,85,85,81,4,21,0.9529411764705882
GF_02489,47,47,45,2,10,0.9574468085106383
GF_02490,40,40,40,0,7,1.0
GF_02491,40,40,38,2,12,0.95
GF_02492,52,52,51,1,12,0.9807692307692307
GF_02493,55,55,53,2,14,0.9636363636363636
GF_02494,85,85,76,9,21,0.8941176470588236
GF_02495,88,88,84,4,24,0.9545454545454546
GF_02496,78,78,74,4,20,0.9487179487179487
GF_02497,47,47,46,1,9,0.9787234042553191
GF_02498,41,41,40,1,9,0.975609756097561
GF_02499,60,59,57,3,17,0.95
GF_02500,117,117,0,117,4,0.0
GF_02501,91,91,0,91,4,0.0
GF_02502,117,117,0,117,4,0.0
GF_02503,93,93,0,93,4,0.0
GF_02504,88,88,0,88,4,0.0
GF_02505,57,57,0,57,3,0.0
GF_02506,147,147,0,147,4,0.0
GF_02507,42,42,0,42,2,0.0
GF_02508,120,119,0,120,4,0.0
GF_02509,87,87,0,87,4,0.0
GF_02510,141,141,0,141,4,0.0
GF_02511,94,94,0,94,4,0.0
GF_02512,87,87,0,87,4,0.0
GF_02513,105,102,87,18,28,0.8285714285714286
GF_02514,95,72,25,70,22,0.2631578947368421
GF_02515,72,72,54,18,19,0.75
GF_02516,58,58,44,14,15,0.7586206896551724
GF_02517,65,65,49,16,23,0.7538461538461538
GF_02518,60,60,48,12,18,0.8
GF_02519,55,55,28,27,21,0.509090909090909
GF_02520,93,93,92,1,27,0.989247311827957
GF_02521,42,42,12,30,10,0.2857142857142857
GF_02522,141,141,98,43,47,0.6950354609929078
GF_02523,58,58,13,45,12,0.22413793103448276
GF_02524,63,63,3,60,11,0.047619047619047616
GF_02525,166,140,124,42,47,0.7469879518072289
GF_02526,64,64,0,64,3,0.0
GF_02527,90,90,0,90,4,0.0
GF_02528,58,58,0,58,3,0.0
GF_02529,82,82,0,82,3,0.0
GF_02530,89,84,7,82,15,0.07865168539325842
GF_02531,117,117,0,117,4,0.0
GF_02532,61,61,0,61,3,0.0
GF_02533,64,64,0,64,3,0.0
GF_02534,91,91,0,91,4,0.0
GF_02535,90,90,0,90,4,0.0
GF_02536,42,42,0,42,2,0.0
GF_02537,66,66,4,62,7,0.06060606060606061
GF_02538,147,147,0,147,4,0.0
GF_02539,47,47,0,47,3,0.0
GF_02540,80,80,0,80,4,0.0
GF_02541,142,142,0,142,4,0.0
GF_02542,150,147,0,150,4,0.0
GF_02543,74,74,0,74,3,0.0
GF_02544,42,42,0,42,3,0.0
GF_02545,51,51,0,51,2,0.0
GF_02546,244,244,15,229,29,0.06147540983606557
GF_02547,143,143,0,143,4,0.0
GF_02548,147,147,0,147,4,0.0
GF_02549,65,65,0,65,3,0.0
GF_02550,74,73,0,74,4,0.0
